"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1915,"Ukraine",-0.7029,-2.5566,-0.6976,9.00983,14.0549,18.6642,21.0605,17.5864,13.1247,7.16799,2.04435,-0.3915,80.3914,28.5236,52.7991,37.5934,54.0432,35.7931,83.2069,65.7425,41.4841,34.4668,57.3969,54.38,NA,NA,NA,NA
1916,"Ukraine",-2.5156,-1.9049,2.46022,9.41421,13.8749,17.9282,19.8404,17.9452,13.0851,8.63976,2.93585,-1.5777,34.2342,40.9649,27.3369,51.9979,64.0094,56.9924,75.2103,50.2821,23.0233,61.8365,28.9287,56.813,NA,NA,NA,NA
1917,"Ukraine",-5.5701,-9.6763,-1.7129,9.02777,12.8524,19.6411,19.4485,20.4424,14.8818,9.81719,5.34478,-3.5993,42.3531,31.9495,40.5804,47.9229,30.8705,64.986,67.0637,78.1498,37.9993,37.8167,44.4761,33.2228,NA,NA,NA,NA
1918,"Ukraine",-2.074,-2.6708,0.56994,10.2514,12.7867,17.3067,19.6323,18.5211,16.6211,12.504,1.44561,-2.074,21.8434,22.5231,15.9266,6.80324,28.3518,56.2417,98.1916,72.955,40.3351,42.0309,43.5199,59.0204,NA,NA,NA,NA
1919,"Ukraine",-3.7521,-4.1562,0.33094,9.76703,11.3228,17.0105,19.58,17.7514,17.1813,9.13631,-0.5631,-2.5579,14.7472,33.1119,43.871,37.1992,91.6006,91.2421,79.1541,53.4018,20.6406,69.8413,68.2129,46.056,NA,NA,NA,NA
1920,"Ukraine",-3.964,-6.4598,3.02868,12.3869,17.0082,17.4797,22.1548,21.1962,14.7549,3.91096,-1.7624,-5.5451,44.6193,16.1412,28.6434,13.1769,57.6191,83.1223,47.1492,46.905,37.9198,20.0698,9.25711,17.6638,NA,NA,NA,NA
1921,"Ukraine",-1.7306,-6.8901,3.38496,10.2947,17.6975,18.2803,20.1524,20.539,12.7297,7.89455,-1.1171,-5.1749,37.9628,17.7377,6.26433,39.5354,44.7974,69.7116,34.0708,36.375,27.2658,24.0146,50.1461,24.0393,NA,NA,NA,NA
1922,"Ukraine",-6.9854,-5.0741,2.74966,7.95798,15.2451,18.2795,21.5882,19.1423,13.0149,6.16497,2.20525,-1.7458,51.915,35.6553,43.7922,60.9703,60.5691,77.7397,37.0163,63.6948,106.493,63.6589,44.6383,40.1626,NA,NA,NA,NA
1923,"Ukraine",-2.7665,-6.3287,1.82667,6.8431,16.9443,17.4732,19.9849,17.7137,16.5643,11.0596,6.71032,-1.8683,43.5218,33.0665,28.8582,30.1893,41.5441,65.0645,41.08,32.6272,40.9626,42.2707,40.045,53.226,NA,NA,NA,NA
1924,"Ukraine",-9.6174,-6.8464,-1.5572,7.02644,17.2579,21.4522,19.8185,19.6441,17.5662,8.73393,0.97941,-4.7189,31.6318,41.2665,31.1158,68.1093,30.1823,42.5341,65.3325,59.7791,29.0203,18.5622,33.6409,8.49965,NA,NA,NA,NA
1925,"Ukraine",-1.8302,1.5879,2.84626,9.19678,16.2991,16.33,20.4577,19.0847,14.1158,7.81241,3.6341,-3.1198,15.1221,26.2807,29.9991,24.6921,55.6008,93.4119,83.5166,91.5029,63.2369,38.7995,54.9281,54.6163,NA,NA,NA,NA
1926,"Ukraine",-4.9204,-4.0454,-0.5571,9.20429,15.2292,18.4597,20.8387,17.0794,13.5619,8.4423,6.40857,-2.0219,26.4825,21.9992,29.7034,31.8149,69.4717,89.1235,54.9781,51.0428,54.8913,50.9077,4.30974,44.859,NA,NA,NA,NA
1927,"Ukraine",-6.6006,-6.5652,2.71584,8.55792,13.7457,19.9664,20.93,21.0928,16.7263,9.72586,2.41725,-7.9433,26.016,16.1114,33.6063,45.3487,52.9447,54.2493,74.3559,70.1198,35.4018,26.9975,44.3278,45.8632,NA,NA,NA,NA
1928,"Ukraine",-5.2367,-7.3122,-3.4494,7.7672,13.789,16.1366,21.0074,17.9381,14.7579,7.62863,5.10238,-2.5627,16.6907,27.39,10.9023,30.8034,49.2977,65.4305,21.0698,75.6004,38.3098,46.1646,50.2798,60.8275,NA,NA,NA,NA
1929,"Ukraine",-7.6086,-13.044,-3.8853,3.67587,16.6868,17.1191,20.1967,22.8615,13.2451,11.8244,4.27642,-2,35.0569,19.377,17.1385,42.9066,53.8525,71.6233,75.8235,26.7969,43.2057,41.4522,28.3945,25.0739,NA,NA,NA,NA
1930,"Ukraine",-2.9527,-4.0772,3.489,10.0557,15.2031,17.7774,20.0376,20.4495,14.3352,9.68447,4.73568,-4.495,17.7551,36.4511,30.6273,51.0118,70.5948,51.0521,50.6981,71.1539,53.1258,43.3182,49.0284,45.841,NA,NA,NA,NA
1931,"Ukraine",-5.5382,-7.5614,-0.5442,5.87663,17.0015,19.1631,22.6647,19.5522,13.3766,7.91681,0.47342,-3.8211,45.1808,11.7325,42.0547,42.4874,48.7461,56.68,72.193,76.6659,65.4225,45.3952,33.9283,33.8063,NA,NA,NA,NA
1932,"Ukraine",-2.8676,-9.9,-3.4315,8.188,16.3347,18.7197,21.4045,20.3198,17.0781,11.1439,2.37178,-0.5847,26.1084,31.7941,31.6237,62.7885,75.6895,104.058,63.4599,55.6138,29.104,62.4018,38.0487,30.5695,NA,NA,NA,NA
1933,"Ukraine",-8.5486,-4.5331,-0.064,5.84546,13.3911,16.2152,20.3786,18.2953,13.4581,9.30237,2.71889,-8.3327,21.9525,43.1732,25.0184,58.1573,82.0235,106.066,93.1531,69.5732,62.657,47.8817,46.1995,32.9429,NA,NA,NA,NA
1934,"Ukraine",-5.888,-3.0621,3.58269,10.7482,17.3621,18.1514,20.4905,20.2185,16.146,10.6559,4.73618,-4.6683,18.8087,20.7406,18.3896,10.6547,24.9544,43.9163,98.9127,56.3849,27.9253,30.5478,50.0283,14.6773,NA,NA,NA,NA
1935,"Ukraine",-8.5492,-2.8559,0.21565,8.94645,13.6938,19.7103,18.9399,19.62,15.4628,12.4967,0.2689,-0.4635,38.5882,36.5803,19.5837,65.6696,48.985,43.4419,64.8672,53.765,37.2619,42.0701,20.9987,61.2692,NA,NA,NA,NA
1936,"Ukraine",0.46269,-4.9288,3.30381,8.51755,15.8833,19.2908,23.699,19.9015,13.6306,6.67285,3.211,-1.3142,40.3042,27.3467,20.423,61.8529,13.6009,84.7224,38.5332,69.9181,52.7977,59.3613,45.4455,29.6896,NA,NA,NA,NA
1937,"Ukraine",-8.5256,-3.6118,3.20405,8.59398,17.1088,18.9348,21.2275,20.1993,18.1362,8.85544,3.60827,-0.4242,36.6472,54.0451,32.772,54.3444,18.7019,45.0789,50.7596,109.751,33.9483,43.1278,55.5952,66.148,NA,NA,NA,NA
1938,"Ukraine",-4.559,-2.7006,3.36639,7.66179,14.5089,19.2684,23.317,22.2411,16.3943,11.0126,5.193,-5.7644,37.0562,22.5355,27.1653,59.2398,62.2632,53.5631,67.9944,49.9112,36.4229,58.3811,26.0982,25.5216,NA,NA,NA,NA
1939,"Ukraine",-2.3744,-0.7481,0.18544,9.68201,15.4705,19.9977,22.0732,21.152,14.6047,6.79195,2.66035,-2.5552,42.0786,17.7039,40.2137,22.628,60.7578,42.4308,54.5602,42.465,39.8244,98.4074,34.4713,60.0252,NA,NA,NA,NA
1940,"Ukraine",-10.828,-7.8032,-2.0696,7.10917,13.7238,18.8484,20.485,18.9475,14.7998,6.85641,5.45267,-5.1539,31.3307,50.8515,36.2794,47.6731,52.7352,41.8766,78.9045,78.1869,50.6442,63.0952,37.1522,39.9986,NA,NA,NA,NA
1941,"Ukraine",-8.0493,-2.0137,-0.3125,8.65284,12.4482,16.9713,20.9914,18.8058,12.7196,6.52038,-2.5874,-4.4866,41.7965,61.2188,40.7293,51.872,74.9437,82.2343,102.392,79.1193,43.0545,66.5992,40.1499,34.9465,NA,NA,NA,NA
1942,"Ukraine",-13.678,-6.785,-4.8482,5.75322,14.2405,17.2068,19.7126,19.9079,15.9197,9.13925,-0.4282,-2.9606,44.3217,25.0804,20.5038,54.0319,47.9708,93.7273,52.6904,18.725,17.7069,17.9729,33.3507,19.9953,NA,NA,NA,NA
1943,"Ukraine",-8.3025,-3.4385,0.75264,10.067,13.827,18.3333,19.229,20.6408,15.3045,9.712,3.24587,-2.1949,41.2448,16.7109,7.36763,30.1841,69.7012,49.0714,91.3896,15.7604,51.1126,20.0404,57.5792,45.8142,NA,NA,NA,NA
1944,"Ukraine",-2.4805,-1.5925,1.43342,7.47588,13.7475,18.2218,20.4922,19.3803,15.8435,10.074,3.73612,-3.4046,29.1575,47.151,57.5487,38.16,47.579,55.5289,68.6929,47.0091,21.2962,24.0726,75.8884,20.5211,NA,NA,NA,NA
1945,"Ukraine",-6.3691,-5.4864,0.14551,7.21215,13.4636,17.8383,19.9895,19.6032,14.8812,7.46523,1.24394,-4.738,42.0132,20.3146,24.1893,40.2263,47.6244,56.3531,65.7447,78.4392,28.2152,48.272,23.8039,26.282,NA,NA,NA,NA
1946,"Ukraine",-5.6882,-2.4391,1.36677,9.83594,16.6636,20.8663,21.2553,22.4519,16.4895,4.40586,1.21993,-5.4081,13.6151,36.1772,23.743,16.2748,39.7541,45.5884,53.6679,38.1462,27.2228,69.7923,45.4133,19.7971,NA,NA,NA,NA
1947,"Ukraine",-10.294,-6.2384,2.28636,9.92601,15.0494,19.9933,21.7143,19.0636,15.4868,5.44046,2.90342,0.45072,22.3446,33.3929,37.4146,31.2318,28.7427,60.4726,58.8222,97.781,32.9013,48.9567,78.1668,73.8362,NA,NA,NA,NA
1948,"Ukraine",-0.0199,-3.9482,-0.553,9.8955,16.6725,19.9129,19.3673,20.215,14.296,8.8089,1.21191,-5.7651,55.1495,42.134,23.9724,6.89986,55.2642,107.361,89.3637,38.5406,27.1412,33.0931,29.5209,7.11386,NA,NA,NA,NA
1949,"Ukraine",-2.4268,-3.9267,-0.0498,7.91099,17.3312,17.2172,19.7785,18.833,15.069,7.78654,4.9578,0.25027,17.5334,17.2861,32.5978,31.5641,23.5948,117.848,106.935,49.3123,24.0666,8.26861,36.0995,55.6762,NA,NA,NA,NA
1950,"Ukraine",-11.95,-2.1965,1.88785,12.6301,16.232,17.8929,19.7265,18.3755,15.9028,7.6226,3.32946,0.14505,21.5714,26.9259,20.2418,40.1923,30.177,45.2334,62.6438,54.5352,32.4834,79.2868,50.2645,29.5718,NA,NA,NA,NA
1951,"Ukraine",-4.6382,-5.093,1.91102,11.1587,14.5968,19.3334,20.8691,21.3476,15.7993,5.01055,3.38244,-0.7442,26.8408,26.7626,51.6971,36.7525,61.4839,45.274,41.5966,49.3303,37.9382,9.30537,30.4318,19.289,NA,NA,NA,NA
1952,"Ukraine",-1.1319,-2.2618,-4.6776,9.16129,13.0462,17.5039,20.1029,21.0645,15.6331,9.8125,2.88492,-2.0678,42.2959,51.9026,45.4779,12.4364,60.1568,87.5356,48.7624,39.1149,43.687,79.8392,81.4124,45.9066,NA,NA,NA,NA
1953,"Ukraine",-4.0173,-5.62,-0.0092,8.2853,13.9608,20.4558,21.6751,20.1962,14.5202,8.53398,-1.6447,-4.206,41.0893,59.0932,13.0296,36.6038,63.555,69.2914,47.1545,40.1745,30.4694,12.3765,25.416,11.2015,NA,NA,NA,NA
1954,"Ukraine",-12.121,-12.535,0.15176,5.86869,15.5848,21.3504,21.0726,21.1207,16.7168,8.95394,3.3702,-0.9331,30.7361,12.3625,15.2329,34.9763,52.7187,49.8804,83.677,58.3266,40.9332,33.8836,46.8801,52.7109,NA,NA,NA,NA
1955,"Ukraine",-2.5455,-1.592,0.02508,5.63552,13.8372,17.3204,20.8403,19.6914,16.2944,11.1625,0.75611,-2.4912,49.95,52.2528,24.4593,42.1505,58.761,79.6103,77.3086,68.0056,37.5439,43.2884,33.0655,55.1115,NA,NA,NA,NA
1956,"Ukraine",-3.531,-12.466,-2.6164,7.79902,13.603,19.7767,18.7093,19.499,12.8255,8.65042,-1.9603,-2.7754,34.2631,34.8835,31.8473,35.6544,41.7869,74.8903,68.812,62.8862,56.6442,40.351,36.8629,40.7566,NA,NA,NA,NA
1957,"Ukraine",-4.5948,0.53681,-0.02,9.79547,14.6325,19.4851,21.0398,20.209,15.3553,7.96907,3.12632,-2.6523,25.915,34.0251,28.9058,27.1765,62.152,32.7318,57.0313,45.7437,61.5834,17.608,39.5603,33.7654,NA,NA,NA,NA
1958,"Ukraine",-3.4298,-0.536,-0.4243,6.46364,17.0257,17.0241,20.0252,19.3904,12.8733,8.56792,2.05908,-0.1741,44.0118,51.3597,41.3339,57.5281,33.8609,91.7611,65.7301,82.4165,35.5842,56.4415,15.9814,41.9629,NA,NA,NA,NA
1959,"Ukraine",-1.816,-3.8182,1.4655,8.62962,14.2515,18.5189,23.0275,19.8633,11.8745,5.79061,0.66834,-3.9305,57.5176,15.1379,20.3546,36.0074,31.2589,44.5039,39.3716,60.9974,53.7704,17.0107,48.1838,45.5052,NA,NA,NA,NA
1960,"Ukraine",-3.5036,-4.107,-1.0264,7.879,14.2412,19.4557,20.9473,18.7248,12.7532,10.445,4.76331,3.28514,56.0948,29.5181,11.0914,20.8088,71.0382,59.4367,70.6132,73.0638,40.731,88.7803,68.0878,59.9833,9.43333333333333,13.6,5.43333333333333,NA
1961,"Ukraine",-4.5049,-1.6024,3.7813,10.0277,13.2158,19.7913,19.9087,19.4474,14.4581,8.67907,3.47225,-3.0784,36.7957,21.0526,30.3602,31.6355,86.4209,41.8487,53.7392,46.671,17.569,21.1007,41.6624,35.9157,9.06,13.4444444444444,5.2,3074.94666666667
1962,"Ukraine",-2.2094,-3.6929,0.08086,10.4326,14.892,17.3836,18.9162,19.7451,14.4104,9.27818,4.88128,-3.7523,28.6935,43.466,61.7545,31.498,53.9747,69.8321,71.4997,38.5623,42.0787,10.4231,51.6137,53.4164,8.62,12.74,4.72,3376.745
1963,"Ukraine",-12.345,-4.8699,-3.0851,7.3126,17.2364,17.9699,21.8243,21.0311,16.6962,8.95182,5.20698,-6.0893,51.8641,43.0882,32.8173,32.1589,35.5959,54.7593,37.0614,57.3518,31.2072,20.7797,34.2548,59.7935,7.38333333333333,11.8333333333333,2.93333333333333,2628.26333333333
1964,"Ukraine",-7.7663,-6.5298,-2.7411,8.36465,13.1257,21.0625,20.2532,17.5779,14.6335,9.56218,2.55407,-0.1377,12.5013,42.7355,45.1318,31.1279,57.1284,36.3978,85.4736,70.4034,41.251,30.818,35.7817,46.7303,6.93333333333333,11.1666666666667,2.4,NA
1965,"Ukraine",-4.4208,-6.9522,0.55214,5.39931,12.9064,18.1999,19.3067,18.0685,15.514,6.86475,0.10838,0.59735,33.6694,44.7179,22.5283,56.0147,45.8757,61.0645,96.046,63.8723,26.7019,12.9428,80.8103,56.4803,6.7,10.8666666666667,2.5,NA
1966,"Ukraine",-2.9711,-0.2551,3.52344,11.4875,15.8457,17.3924,21.3836,20.2474,13.8145,11.9516,3.32409,-2.2655,106.218,49.1535,47.9877,36.3427,51.9469,69.6978,64.8601,62.6622,24.2338,39.0676,61.6763,81.4608,9.06666666666667,13.4,4.7,1436.28666666667
1967,"Ukraine",-7.8281,-5.7461,1.75354,9.61538,16.7416,17.9984,20.6784,20.0078,16.0594,11.407,4.66154,-3.2582,65.7428,37.2494,39.0452,37.8212,55.6198,69.349,29.1501,52.6346,22.2392,21.3374,36.8414,72.1906,8.03333333333333,12.7,3.36666666666667,2036.60333333333
1968,"Ukraine",-7.1743,-3.1395,1.68451,10.6014,16.272,19.6295,18.9888,19.395,15.3933,7.88782,2.6575,-3.1666,69.1153,47.5884,27.2038,19.5425,36.2745,35.5338,86.1338,53.0406,79.0191,51.4139,24.7481,39.2658,7.66666666666667,12.1,3.1,844.54
1969,"Ukraine",-9.0027,-6.3055,-2.3959,7.68696,15.045,17.9124,19.1001,19.4522,14.1892,7.76348,5.84338,-4.849,21.9897,45.3687,30.206,44.7295,38.6614,85.3401,81.9786,52.8393,26.0347,27.3938,41.3529,67.5962,7.96470588235294,12.4882352941176,3.65882352941176,829.881333333333
1970,"Ukraine",-4.7013,-3.2962,1.64303,10.3386,14.6664,17.661,21.5023,18.5749,14.1522,7.39357,3.82735,-1.9498,63.8266,58.3116,40.6783,48.9004,83.0432,72.0878,55.5189,63.8044,30.3995,70.8709,46.7262,50.6391,9,13.2642857142857,4.80714285714286,912.452142857143
1971,"Ukraine",-2.368,-3.3372,-0.407,7.9645,15.7989,17.9473,19.8867,20.305,14.218,7.78154,3.39833,0.13299,26.8262,35.1448,41.4049,20.3318,49.5875,73.5485,76.772,38.7379,78.6119,27.9576,41.4232,46.4541,NA,NA,NA,NA
1972,"Ukraine",-10.419,-4.2285,1.39126,11.1611,15.8716,20.325,22.2406,21.283,14.1933,7.59805,3.9041,-0.875,17.5272,7.30465,13.3914,41.8995,39.8624,69.1165,75.1395,56.9041,63.7757,51.3526,59.3959,5.55899,NA,NA,NA,NA
1973,"Ukraine",-6.2337,0.20357,1.44316,10.2662,14.7669,17.7379,20.039,18.2876,13.1815,8.03994,1.05033,-2.0237,20.5937,55.5787,33.6018,36.579,82.7513,57.6264,84.0123,53.8134,29.9111,38.4672,38.9598,48.0006,8.325,12.8,3.8875,603.599333333333
1974,"Ukraine",-5.7816,-0.0329,2.67935,7.01296,13.1562,17.3815,18.8368,19.5896,15.8826,11.1279,3.36959,0.46186,14.1155,17.542,11.8936,23.7087,67.0148,90.9323,102.014,39.45,51.0962,56.7152,49.2777,53.0477,9,13.3333333333333,4.86,591.456666666667
1975,"Ukraine",-0.4271,-2.76,3.75541,11.4031,17.5856,20.7912,21.0124,19.9742,17.11,8.28257,0.43614,-1.7176,21.0134,13.6447,25.203,50.1624,48.9657,64.7763,67.75,35.8878,21.5596,31.8807,24.9672,34.2508,10.0733333333333,14.6866666666667,5.50666666666667,499.852
1976,"Ukraine",-4.892,-9.0631,-0.7074,10.1984,13.2916,16.7993,18.7816,17.1726,13.8964,5.28514,2.93376,-0.9789,62.9167,4.35268,40.6976,43.6956,38.2306,55.2946,77.3966,82.6778,81.9298,16.974,26.136,56.6374,7.1125,11.35,2.98125,654.989333333333
1977,"Ukraine",-6.4491,0.30745,3.21733,8.99076,15.1208,18.0379,19.4385,18.6078,12.7405,7.53057,5.17684,-4.7268,30.4879,60.7959,22.9485,64.9967,51.9311,90.5287,89.4947,90.6433,36.8923,12.5181,62.434,31.3334,8.325,12.6625,4.18125,654.728
1978,"Ukraine",-5.5158,-4.1093,3.48895,8.44699,12.8647,16.8364,18.4314,18.0944,13.5189,8.71078,3.90106,-4.8643,24.1116,50.439,39.9679,46.2988,72.261,70.9556,87.6309,34.9927,78.3776,26.8016,11.8379,71.8256,8.14,12.44,3.965,627.288947368421
1979,"Ukraine",-5.2039,-4.5668,3.01802,7.60898,17.6572,20.7365,18.1098,19.801,15.5786,6.51019,2.33097,0.07084,72.3809,30.8117,43.0371,61.1467,25.3801,35.4765,74.5471,61.0616,21.7202,44.5971,44.8414,36.9818,8.81764705882353,13.2529411764706,4.46875,586.969333333333
1980,"Ukraine",-7.6827,-4.4746,-2.4052,7.62115,12.1723,17.5773,19.6099,17.9631,13.9647,9.37211,2.18604,-0.1325,47.1226,20.3243,54.6641,59.1732,56.7084,103.71,88.392,57.5725,45.2431,47.0241,75.0022,59.8216,7.50625,11.58125,3.5,724.246666666667
1981,"Ukraine",-3.5374,-1.7038,2.15831,6.50424,14.8545,20.8817,21.055,19.4611,15.1241,10.6417,2.2864,-0.3008,46.5349,43.1091,41.717,38.6711,48.4724,57.0208,76.1122,54.4384,35.2109,74.2772,77.7218,73.5416,9.43125,13.75625,5.175,622.141333333333
1982,"Ukraine",-4.3357,-5.4633,1.54886,7.6499,15.0558,17.3472,18.9795,19.8087,16.4627,8.76354,3.32485,1.50476,32.8372,24.0711,15.62,58.5428,31.0632,81.2319,93.6814,50.8735,20.5502,30.976,16.8408,35.0466,8.60625,12.98125,4.30625,426.112
1983,"Ukraine",-0.8627,-2.0945,3.04281,11.5285,17.2142,18.1257,20.2301,18.8653,15.9667,8.84884,1.19965,-1.9604,33.8393,36.0868,35.5867,35.4636,64.4236,61.8649,72.6974,61.0652,20.5191,25.4681,23.8211,24.1161,9.39375,14.01875,4.825,457.462666666667
1984,"Ukraine",-1.4869,-5.0996,0.84813,9.15491,16.4728,16.9747,18.6901,18.5194,16.1744,10.4679,1.54873,-4.5891,38.2405,34.0421,32.7769,29.2234,52.4073,81.5089,65.139,42.7073,49.1861,31.7737,35.7868,30.0289,8.76666666666667,12.9555555555556,4.63333333333333,466.54875
1985,"Ukraine",-7.6886,-11.508,-2.5114,9.22168,16.8225,17.0874,18.6761,21.0279,13.4448,7.98121,0.77526,-1.3804,44.9856,47.1529,11.9429,36.6848,54.7782,107.485,86.6283,41.6444,60.8539,19.9046,57.4433,37.0109,7.17741935483871,11.4935483870968,2.87741935483871,507.746206896552
1986,"Ukraine",-2.0839,-8.0103,1.15351,11.1455,15.7141,19.4275,19.6677,20.8868,14.501,7.80337,1.64352,-3.4536,60.3845,34.7672,9.76554,38.4034,25.2207,61.388,70.1977,52.2849,21.1256,34.8662,16.9582,42.4895,8.51875,13.0375,3.98125,460.056666666667
1987,"Ukraine",-11.276,-3.9178,-4.8205,5.60978,14.1719,18.5048,20.8911,17.291,14.2383,7.55096,2.80515,-2.8127,56.4999,16.7049,37.3836,37.1695,53.8866,73.5355,41.9013,63.284,43.7752,15.7838,45.7177,41.2687,6.60625,10.89375,2.25,459.472
1988,"Ukraine",-4.0219,-3.0475,2.0033,8.46138,15.1243,18.7014,21.8859,19.6443,14.7153,7.83565,-1.7183,-2.7495,28.3294,28.5829,56.0478,33.5744,53.8723,105.95,78.1758,52.0137,65.9452,24.7461,41.3608,58.9412,8.32,12.5066666666667,4.28,537.790666666667
1989,"Ukraine",-0.836,1.72026,5.35647,11.0573,14.716,18.7702,19.7773,20.3372,15.0567,9.55262,1.32359,-0.3894,15.7371,23.5227,23.658,43.7998,46.3652,93.0989,41.1456,56.6942,76.9058,41.9857,38.1318,29.9296,9.95,14.33125,5.69375,443.92
1990,"Ukraine",-1.6706,2.09877,5.90725,10.0356,14.2826,17.4087,19.6058,19.1356,13.3035,9.0483,5.37912,-1.3187,22.4131,34.659,16.3279,55.7648,45.8735,80.0378,53.6101,37.4622,60.5829,35.2926,42.3865,47.3441,9.825,14.275,5.4625,477.350666666667
1991,"Ukraine",-2.1579,-4.2634,1.6698,9.15045,12.9747,19.0251,21.6109,19.5913,15.1192,9.34371,3.07105,-3.3007,21.9904,30.6504,11.4852,31.0563,92.6688,69.5849,65.948,71.1348,26.0709,54.4612,23.8309,28.6649,8.78,13.0914285714286,4.74857142857143,497.919411764706
1992,"Ukraine",-2.8973,-2.3293,3.37634,8.15808,13.8051,18.6802,20.5599,22.4546,14.0783,7.81014,2.40369,-3.2628,58.5858,28.6348,30.2032,37.0592,61.616,68.7502,42.9882,17.9138,52.9836,63.7503,62.7041,23.2104,8.68965517241379,13.1206896551724,4.44827586206897,490.861481481481
1993,"Ukraine",-2.4453,-3.1205,1.59938,8.2568,16.1426,17.245,18.6733,18.9023,12.8245,8.86659,-2.4007,-0.1918,25.416,30.0363,37.7074,40.5901,44.7951,72.7347,78.6496,41.3619,68.8375,17.1456,17.9635,56.8549,7.916,12.324,3.664,557.044090909091
